# 2024-11-20 14:31:24
# d41d8cd98f00b204e9800998ecf8427e
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
4.018863759388604073e+00;-3.678307496390718079e+00;-1.694470538554829986e+00;-4.304168434470420079e-01;-7.225590471375438473e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;8.130536170566396992e-01
4.067956775410193515e+00;-3.633728590518584323e+00;-1.715033742909684245e+00;-4.341231347480357106e-01;-7.833627159505815452e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;8.130536170566396992e-01
4.117147311675616983e+00;-3.589140969650392421e+00;-1.735810001557340998e+00;-4.381148225366416349e-01;-8.356315911990959411e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;7.630536170566396548e-01
4.166443103736434672e+00;-3.544544187434456095e+00;-1.756814813646187190e+00;-4.423518227452132856e-01;-8.794602264555576032e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;8.130536170566396992e-01
4.215851324835715452e+00;-3.499937682569851383e+00;-1.778061743682299412e+00;-4.467943818996217287e-01;-9.149709786265752820e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;7.630536170566396548e-01
4.265378562284639408e+00;-3.455320778806420190e+00;-1.799562421529447009e+00;-4.514031636021788030e-01;-9.423108258757587063e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;8.130536170566396992e-01
4.315030790023067553e+00;-3.410692684944758746e+00;-1.821326542409085203e+00;-4.561393253310621620e-01;-9.616480566033808186e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;7.630536170566396548e-01
4.364813338153525457e+00;-3.366052494836230036e+00;-1.843361866900360191e+00;-4.609645850696617586e-01;-9.731688298249820124e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;8.130536170566396992e-01
4.414730860220551278e+00;-3.321399187382952256e+00;-1.865674220940108707e+00;-4.658412772590700968e-01;-9.770736178246285097e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;7.630536170566396548e-01
4.464787298985028130e+00;-3.276731626537810804e+00;-1.888267495822856246e+00;-4.707323975808733185e-01;-9.735735506369871950e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;8.130536170566396992e-01
4.514985851417030460e+00;-3.232048561304449397e+00;-1.911143648200817280e+00;-4.756016361197282216e-01;-9.628866886028158989e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;7.630536170566396548e-01
4.565328933601509043e+00;-3.187348625737270069e+00;-1.934302700083897930e+00;-4.804133985215165437e-01;-9.452342537699350011e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;8.130536170566396992e-01
4.615818146219919704e+00;-3.142630338941442059e+00;-1.957742738839692853e+00;-4.851328148460691825e-01;-9.208368532564642495e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;7.630536170566396548e-01
4.666454241238620959e+00;-3.097892105072889368e+00;-1.981459917193485243e+00;-4.897257359087142103e-01;-8.899107279027441975e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;8.130536170566396992e-01
4.717237090402321975e+00;-3.053132213338301870e+00;-2.005448453228249495e+00;-4.941587170046660149e-01;-8.526640578512910407e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.104281376005735282e-01
4.768165656099316863e+00;-3.008348837995126868e+00;-2.029700630384649429e+00;-4.983989890108309617e-01;-8.092933534864742151e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;8.130536170566396992e-01
4.819237965135345192e+00;-2.963540038351577977e+00;-2.054206797461038292e+00;-5.024144169554939365e-01;-7.599799556341510498e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.104281376005735282e-01
4.870451085925887824e+00;-2.918703758766622247e+00;-2.078955368613458976e+00;-5.061734462339829710e-01;-7.048866635600500863e-02;1.000000000000000000e+00;0.000000000000000000e+00;8.144977785037978979e-01;8.130536170566396992e-01
4.921801109593145540e+00;-2.873837828649995263e+00;-2.103932823355642689e+00;-5.096450367253723135e-01;-6.441545034880548359e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.911616209290770474e-01;8.104281376005735282e-01
4.973283135435026203e+00;-2.828939962462188706e+00;-2.129123706559013396e+00;-5.127985851298895170e-01;-5.778996445332285070e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.644977785037978535e-01;8.130536170566396992e-01
5.024891261219620375e+00;-2.784007759714457020e+00;-2.154510628452682486e+00;-5.156038358992803827e-01;-5.062104633998097680e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.809314568454588379e-01;8.001979735169553187e-01
5.076618578750956345e+00;-2.739038704968817850e+00;-2.180074264623450553e+00;-5.180307811726149181e-01;-4.291447543701914363e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.462239052833322672e-01;7.947797438361741129e-01
5.128457175150749059e+00;-2.694030167838045386e+00;-2.205793356015809614e+00;-5.200495501613009441e-01;-3.467270774070501521e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.688115210812247469e-01;8.380780377527212721e-01
5.180398140307139521e+00;-2.648979402985680132e+00;-2.231644708931939558e+00;-5.216302884518848604e-01;-2.589462348530668923e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;7.897174594819188487e-01
5.232431580955749340e+00;-2.603883550126017354e+00;-2.257603195031711696e+00;-5.227430277184055285e-01;-1.657528666490789421e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.975426673898972307e-01;8.375198621800485910e-01
5.284546641881111562e+00;-2.558739634024119081e+00;-2.283641751332686098e+00;-5.233575463631844338e-01;-6.705715556405995176e-03;1.000000000000000000e+00;0.000000000000000000e+00;7.240307230102048797e-01;8.225865615630466587e-01
5.336731534758559548e+00;-2.513544564495807432e+00;-2.309731380210111595e+00;-5.234432216434121710e-01;3.727336193579971427e-03;1.000000000000000000e+00;0.000000000000000000e+00;7.635539880950018565e-01;8.621098266478436356e-01
5.388973575198161114e+00;-2.468295136407663293e+00;-2.335841149396927996e+00;-5.229688738992835928e-01;1.474158764274859264e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.411616209290770030e-01;8.397174594819188931e-01
5.441259228604045539e+00;-2.422988029677029420e+00;-2.361938191983765201e+00;-5.219026035878570058e-01;2.635942643279957573e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.688115210812247469e-01;8.673673596340665259e-01
5.493574165524839792e+00;-2.377619809272011331e+00;-2.387987706418939204e+00;-5.202116219585759538e-01;3.860808960674495804e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.309314568454587935e-01;8.412906942732900628e-01
5.545903327244379177e+00;-2.332186925211473305e+00;-2.413952956508461867e+00;-5.178620763951828909e-01;5.151982445307033698e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.493398817766130371e-01;8.393170765667643529e-01
5.598231002446681259e+00;-2.286685712565041939e+00;-2.439795271416028921e+00;-5.148188717138127979e-01;6.513202178050697677e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.188115210812247025e-01;8.173673596340664815e-01
5.650540915885723159e+00;-2.241112391453105701e+00;-2.465474045663028857e+00;-5.110454890682766260e-01;7.948731056665672701e-02;1.000000000000000000e+00;0.000000000000000000e+00;6.829939933541792074e-01;8.433532307820105212e-01
5.702816330098704256e+00;-2.195463067046813155e+00;-2.490946739128537590e+00;-5.065038045968724978e-01;9.463359850890400160e-02;1.000000000000000000e+00;0.000000000000000000e+00;7.493398817766130371e-01;7.686063984481095179e-01
5.755040161321045566e+00;-2.149733729568073404e+00;-2.516168877049323793e+00;-5.011539105802341743e-01;1.106240374550879757e-01;1.000000000000000000e+00;0.000000000000000000e+00;6.737408611673439962e-01;8.222966997201858197e-01
5.807195110891585799e+00;-2.103920254289556535e+00;-2.541094050019843564e+00;-4.949539427008627923e-01;1.275168857803223865e-01;1.000000000000000000e+00;0.000000000000000000e+00;6.737408611673439962e-01;8.304105827286047958e-01
5.859263813575928737e+00;-2.058018401534696284e+00;-2.565673913992241761e+00;-4.878599180425127191e-01;1.453752312761814047e-01;1.000000000000000000e+00;0.000000000000000000e+00;7.029204679174070325e-01;8.595901894786678321e-01
5.911229004382421159e+00;-2.012023816677684707e+00;-2.589858190276355998e+00;-4.798255897852819474e-01;1.642665278004552254e-01;1.000000000000000000e+00;0.000000000000000000e+00;6.737408611673439962e-01;8.137180559574953564e-01
5.963073705595205887e+00;-1.965932030143476172e+00;-2.613594665539710427e+00;-4.708023261894585532e-01;1.842618866235446462e-01;1.000000000000000000e+00;0.000000000000000000e+00;7.029204679174070325e-01;8.095901894786677877e-01
6.014781435897136319e+00;-1.919738457407785148e+00;-2.636829191807521511e+00;-4.607390234660265760e-01;2.054350490257332573e-01;1.000000000000000000e+00;0.000000000000000000e+00;6.737408611673439962e-01;8.637180559574954009e-01
6.066336443594547490e+00;-1.873438398997087528e+00;-2.659505686462694474e+00;-4.495820645514813640e-01;2.278452470513753492e-01;1.000000000000000000e+00;0.000000000000000000e+00;7.048407084376719922e-01;8.115104299989327474e-01
